epoch: [0/1000], training loss: 3.169323484102885, train accuracy: 0.6185089945793152, test loss: 5.106578350067139, test accuracy: 0.6267857551574707
epoch: [598/1000], training loss: 0.5214655150969824, train accuracy: 0.7401766777038574, test loss: 1.0194978713989258, test accuracy: 0.7294642925262451
epoch: [599/1000], training loss: 0.7124584554097592, train accuracy: 0.7197856903076172, test loss: 0.8945125341415405, test accuracy: 0.7098214030265808
epoch: [600/1000], training loss: 1.878971509444408, train accuracy: 0.6785737872123718, test loss: 3.4345662593841553, test accuracy: 0.6723214387893677
epoch: [601/1000], training loss: 1.7219669681328993, train accuracy: 0.6660217046737671, test loss: 2.48858380317688, test accuracy: 0.6738095283508301
epoch: [602/1000], training loss: 0.965888167038942, train accuracy: 0.6978732943534851, test loss: 0.9351984858512878, test accuracy: 0.7142857313156128
epoch: [603/1000], training loss: 0.45791946275111955, train accuracy: 0.7466263771057129, test loss: 1.0026606321334839, test accuracy: 0.7440476417541504
epoch: [604/1000], training loss: 0.3005004949294604, train accuracy: 0.7689687609672546, test loss: 0.4804527759552002, test accuracy: 0.7794642448425293
epoch: [605/1000], training loss: 0.18316485790105966, train accuracy: 0.7977608442306519, test loss: 0.4642045497894287, test accuracy: 0.7913690805435181
epoch: [606/1000], training loss: 0.12856680555985525, train accuracy: 0.8097671866416931, test loss: 0.522712230682373, test accuracy: 0.7997024059295654
epoch: [607/1000], training loss: 0.09791765333368228, train accuracy: 0.8250314593315125, test loss: 0.4469248950481415, test accuracy: 0.8071429133415222
epoch: [608/1000], training loss: 0.07457731062403092, train accuracy: 0.8381127715110779, test loss: 0.3950102627277374, test accuracy: 0.8133928775787354
epoch: [609/1000], training loss: 0.06321170524908946, train accuracy: 0.8480188250541687, test loss: 0.37177860736846924, test accuracy: 0.8142857551574707
epoch: [610/1000], training loss: 0.054687501719364755, train accuracy: 0.858718752861023, test loss: 0.39923804998397827, test accuracy: 0.8235119581222534
epoch: [611/1000], training loss: 0.048800405592490465, train accuracy: 0.8665741682052612, test loss: 0.3827977180480957, test accuracy: 0.8202381134033203
epoch: [612/1000], training loss: 0.043323260612594776, train accuracy: 0.8738176226615906, test loss: 0.3782365918159485, test accuracy: 0.8285714983940125
epoch: [613/1000], training loss: 0.03963489529605095, train accuracy: 0.880168080329895, test loss: 0.35310274362564087, test accuracy: 0.8336309790611267
epoch: [614/1000], training loss: 0.03592701251499164, train accuracy: 0.8859562277793884, test loss: 0.3830852806568146, test accuracy: 0.8321428298950195
epoch: [615/1000], training loss: 0.03389241522512375, train accuracy: 0.8907191157341003, test loss: 0.37651562690734863, test accuracy: 0.8339285850524902
epoch: [616/1000], training loss: 0.032426694981180705, train accuracy: 0.8930012583732605, test loss: 0.35489922761917114, test accuracy: 0.8348214626312256
epoch: [617/1000], training loss: 0.029462650155600827, train accuracy: 0.899748682975769, test loss: 0.378091424703598, test accuracy: 0.8395833373069763
epoch: [618/1000], training loss: 0.02754270385664243, train accuracy: 0.9026427268981934, test loss: 0.35507556796073914, test accuracy: 0.8410714864730835
epoch: [619/1000], training loss: 0.025742535455486715, train accuracy: 0.9080175161361694, test loss: 0.36606189608573914, test accuracy: 0.8345238566398621
epoch: [620/1000], training loss: 0.027984581410120696, train accuracy: 0.9029569625854492, test loss: 0.35701125860214233, test accuracy: 0.8407738208770752
epoch: [621/1000], training loss: 0.02590267551250947, train accuracy: 0.9101508855819702, test loss: 0.3499807119369507, test accuracy: 0.8375000357627869
epoch: [622/1000], training loss: 0.02615052256255578, train accuracy: 0.9078189730644226, test loss: 0.368228554725647, test accuracy: 0.8404762148857117
epoch: [623/1000], training loss: 0.023391718498598307, train accuracy: 0.9165014028549194, test loss: 0.36832109093666077, test accuracy: 0.838690459728241
epoch: [624/1000], training loss: 0.021271827129217293, train accuracy: 0.9217437505722046, test loss: 0.35036471486091614, test accuracy: 0.8428572416305542
epoch: [625/1000], training loss: 0.01999289086327339, train accuracy: 0.92612624168396, test loss: 0.3491913974285126, test accuracy: 0.8443452715873718
epoch: [626/1000], training loss: 0.01912307970894453, train accuracy: 0.9300621747970581, test loss: 0.34097057580947876, test accuracy: 0.8464285731315613
epoch: [627/1000], training loss: 0.01796389170564138, train accuracy: 0.933171272277832, test loss: 0.3599102199077606, test accuracy: 0.8443452715873718
epoch: [628/1000], training loss: 0.01738375079077788, train accuracy: 0.9356354475021362, test loss: 0.34724539518356323, test accuracy: 0.8449405431747437
epoch: [629/1000], training loss: 0.01674441100122073, train accuracy: 0.9377192258834839, test loss: 0.3697335124015808, test accuracy: 0.8479166030883789
epoch: [630/1000], training loss: 0.015827991211643584, train accuracy: 0.9409439563751221, test loss: 0.357147216796875, test accuracy: 0.8452381491661072
epoch: [631/1000], training loss: 0.015090634950842613, train accuracy: 0.9435238838195801, test loss: 0.34728336334228516, test accuracy: 0.8473214507102966
epoch: [632/1000], training loss: 0.014685573748862132, train accuracy: 0.9446319341659546, test loss: 0.35237932205200195, test accuracy: 0.8485119342803955
epoch: [633/1000], training loss: 0.014893804987271627, train accuracy: 0.9447311758995056, test loss: 0.34638074040412903, test accuracy: 0.8479167222976685
epoch: [634/1000], training loss: 0.014412186932391845, train accuracy: 0.946368396282196, test loss: 0.35256099700927734, test accuracy: 0.8488095998764038
epoch: [635/1000], training loss: 0.014239541422098111, train accuracy: 0.9477410316467285, test loss: 0.36546823382377625, test accuracy: 0.8497023582458496
epoch: [636/1000], training loss: 0.013759267958215414, train accuracy: 0.950668215751648, test loss: 0.33249759674072266, test accuracy: 0.8473215103149414
epoch: [637/1000], training loss: 0.013085140583988948, train accuracy: 0.9514288902282715, test loss: 0.35667717456817627, test accuracy: 0.8473214507102966
epoch: [638/1000], training loss: 0.012638865540233942, train accuracy: 0.9537607431411743, test loss: 0.3428042531013489, test accuracy: 0.852678656578064
epoch: [639/1000], training loss: 0.012583167745898932, train accuracy: 0.9553648829460144, test loss: 0.356944739818573, test accuracy: 0.853273868560791
epoch: [640/1000], training loss: 0.012641336697225388, train accuracy: 0.9544883966445923, test loss: 0.35656580328941345, test accuracy: 0.8529762029647827
epoch: [641/1000], training loss: 0.012431481590446753, train accuracy: 0.955695629119873, test loss: 0.34074535965919495, test accuracy: 0.8514881134033203
epoch: [642/1000], training loss: 0.012151523708150936, train accuracy: 0.9564728736877441, test loss: 0.3117900490760803, test accuracy: 0.8511905074119568
epoch: [643/1000], training loss: 0.012022651290186705, train accuracy: 0.9568697810173035, test loss: 0.3316628932952881, test accuracy: 0.8497024774551392
epoch: [644/1000], training loss: 0.01179620500606222, train accuracy: 0.9574817419052124, test loss: 0.3859254717826843, test accuracy: 0.852678656578064
epoch: [645/1000], training loss: 0.011301302303297397, train accuracy: 0.9598299860954285, test loss: 0.3671237826347351, test accuracy: 0.8502976298332214
epoch: [646/1000], training loss: 0.010747935288609603, train accuracy: 0.9621453285217285, test loss: 0.36852484941482544, test accuracy: 0.8538691401481628
epoch: [647/1000], training loss: 0.011039282147509929, train accuracy: 0.9614838361740112, test loss: 0.3544391393661499, test accuracy: 0.8520833849906921
epoch: [648/1000], training loss: 0.010575045831501484, train accuracy: 0.963981032371521, test loss: 0.3460347652435303, test accuracy: 0.8535714149475098
epoch: [649/1000], training loss: 0.010136665859952187, train accuracy: 0.9658001661300659, test loss: 0.3403957486152649, test accuracy: 0.8526785373687744
epoch: [650/1000], training loss: 0.009935189038515091, train accuracy: 0.9671728014945984, test loss: 0.3337867259979248, test accuracy: 0.8520833849906921
epoch: [651/1000], training loss: 0.009780384612102538, train accuracy: 0.9679500460624695, test loss: 0.3561658263206482, test accuracy: 0.8574404716491699
epoch: [652/1000], training loss: 0.009427659691144258, train accuracy: 0.9691076278686523, test loss: 0.36227577924728394, test accuracy: 0.850595235824585
epoch: [653/1000], training loss: 0.009945410506752057, train accuracy: 0.9670073390007019, test loss: 0.3448139429092407, test accuracy: 0.8571428656578064
epoch: [654/1000], training loss: 0.010755118794548206, train accuracy: 0.9650063514709473, test loss: 0.37133175134658813, test accuracy: 0.8517857789993286
epoch: [655/1000], training loss: 0.012411545747174667, train accuracy: 0.9610702991485596, test loss: 0.34490177035331726, test accuracy: 0.8559524416923523
epoch: [656/1000], training loss: 0.014369467941996379, train accuracy: 0.9566547870635986, test loss: 0.40959182381629944, test accuracy: 0.8517857789993286
epoch: [657/1000], training loss: 0.017033774357957717, train accuracy: 0.950056254863739, test loss: 0.31001269817352295, test accuracy: 0.8497023582458496
epoch: [658/1000], training loss: 0.027676334724021263, train accuracy: 0.9364622831344604, test loss: 0.3206104636192322, test accuracy: 0.8434524536132812
epoch: [659/1000], training loss: 0.025826304219663143, train accuracy: 0.9367930293083191, test loss: 0.33791619539260864, test accuracy: 0.8491071462631226
epoch: [660/1000], training loss: 0.02920785092581541, train accuracy: 0.9324601888656616, test loss: 0.3887924253940582, test accuracy: 0.8312499523162842
epoch: [661/1000], training loss: 0.06044622104710493, train accuracy: 0.8921248316764832, test loss: 0.45129451155662537, test accuracy: 0.8407738208770752
epoch: [662/1000], training loss: 0.04604499137554413, train accuracy: 0.9073724746704102, test loss: 0.44077861309051514, test accuracy: 0.8452381491661072
epoch: [663/1000], training loss: 0.04067883984400676, train accuracy: 0.9125653505325317, test loss: 0.29332074522972107, test accuracy: 0.8479167222976685
epoch: [664/1000], training loss: 0.3406538673891471, train accuracy: 0.7790898084640503, test loss: 0.6413114070892334, test accuracy: 0.7633929252624512
epoch: [665/1000], training loss: 0.212718332807223, train accuracy: 0.7932460308074951, test loss: 0.575366199016571, test accuracy: 0.7898809909820557
epoch: [666/1000], training loss: 0.11626458941743924, train accuracy: 0.8237911462783813, test loss: 0.4954308867454529, test accuracy: 0.8139880895614624
epoch: [667/1000], training loss: 0.06568617431017068, train accuracy: 0.8587021827697754, test loss: 0.343911349773407, test accuracy: 0.8357143402099609
epoch: [668/1000], training loss: 0.04696526679282005, train accuracy: 0.8732056617736816, test loss: 0.42248886823654175, test accuracy: 0.8339285850524902
epoch: [669/1000], training loss: 0.03779626083679688, train accuracy: 0.8900079727172852, test loss: 0.4019095301628113, test accuracy: 0.8455356955528259
epoch: [670/1000], training loss: 0.028631526451462355, train accuracy: 0.9000133275985718, test loss: 0.41080141067504883, test accuracy: 0.853273868560791
epoch: [671/1000], training loss: 0.02279617900076585, train accuracy: 0.9122676849365234, test loss: 0.3902233839035034, test accuracy: 0.8568453192710876
epoch: [672/1000], training loss: 0.01938507089821192, train accuracy: 0.9208011031150818, test loss: 0.41522932052612305, test accuracy: 0.8565477132797241
epoch: [673/1000], training loss: 0.01642462630302478, train accuracy: 0.9304260015487671, test loss: 0.3914724588394165, test accuracy: 0.8580357432365417
epoch: [674/1000], training loss: 0.014746734848580299, train accuracy: 0.9359827041625977, test loss: 0.40732669830322266, test accuracy: 0.8616071939468384
epoch: [675/1000], training loss: 0.013647229434588017, train accuracy: 0.9412748217582703, test loss: 0.3789387047290802, test accuracy: 0.8636905550956726
epoch: [676/1000], training loss: 0.01259524516092661, train accuracy: 0.9468479156494141, test loss: 0.3995482921600342, test accuracy: 0.8645833730697632
epoch: [677/1000], training loss: 0.013060116662811011, train accuracy: 0.9456407427787781, test loss: 0.3952476382255554, test accuracy: 0.863095223903656
epoch: [678/1000], training loss: 0.012452867168646593, train accuracy: 0.9500066637992859, test loss: 0.39323189854621887, test accuracy: 0.8657738566398621
epoch: [679/1000], training loss: 0.01093530188051936, train accuracy: 0.9544057250022888, test loss: 0.39631593227386475, test accuracy: 0.8675596117973328
epoch: [680/1000], training loss: 0.010101678470770517, train accuracy: 0.9586228132247925, test loss: 0.39485612511634827, test accuracy: 0.8714286088943481
epoch: [681/1000], training loss: 0.010761741501016494, train accuracy: 0.9572831988334656, test loss: 0.38933753967285156, test accuracy: 0.8687500357627869
epoch: [682/1000], training loss: 0.01044896842004397, train accuracy: 0.9603757858276367, test loss: 0.3843066096305847, test accuracy: 0.8690476417541504
epoch: [683/1000], training loss: 0.009529329573687835, train accuracy: 0.9636667966842651, test loss: 0.3871687054634094, test accuracy: 0.869940459728241
epoch: [684/1000], training loss: 0.008712282141622825, train accuracy: 0.9674373865127563, test loss: 0.388380765914917, test accuracy: 0.8723214864730835
epoch: [685/1000], training loss: 0.008438682888085261, train accuracy: 0.9692234396934509, test loss: 0.3546801805496216, test accuracy: 0.8684524297714233
epoch: [686/1000], training loss: 0.008612764497789053, train accuracy: 0.9692069292068481, test loss: 0.4074534475803375, test accuracy: 0.869940459728241
epoch: [687/1000], training loss: 0.008614013270021249, train accuracy: 0.9690746068954468, test loss: 0.349650502204895, test accuracy: 0.8735119700431824
epoch: [688/1000], training loss: 0.008346522238869697, train accuracy: 0.9686942100524902, test loss: 0.38631385564804077, test accuracy: 0.8738095164299011
epoch: [689/1000], training loss: 0.00799073301590024, train accuracy: 0.9716544151306152, test loss: 0.3973682224750519, test accuracy: 0.8758928775787354
epoch: [690/1000], training loss: 0.009019575917567963, train accuracy: 0.9697030782699585, test loss: 0.38177886605262756, test accuracy: 0.8735119104385376
epoch: [691/1000], training loss: 0.009596520497535285, train accuracy: 0.9683965444564819, test loss: 0.39675676822662354, test accuracy: 0.870238184928894
epoch: [692/1000], training loss: 0.011595969840597648, train accuracy: 0.9619964957237244, test loss: 0.39006221294403076, test accuracy: 0.8732142448425293
epoch: [693/1000], training loss: 0.012360566785224738, train accuracy: 0.9575643539428711, test loss: 0.4467393755912781, test accuracy: 0.870238184928894
epoch: [694/1000], training loss: 0.021383069431743562, train accuracy: 0.9459549784660339, test loss: 0.3483721613883972, test accuracy: 0.8589286208152771
epoch: [695/1000], training loss: 0.021419156939746477, train accuracy: 0.9451114535331726, test loss: 0.39475420117378235, test accuracy: 0.8714286088943481
epoch: [696/1000], training loss: 0.018039800823690035, train accuracy: 0.9513957500457764, test loss: 0.39030569791793823, test accuracy: 0.8720238208770752
epoch: [697/1000], training loss: 0.026748524190714724, train accuracy: 0.9402164220809937, test loss: 0.3481312394142151, test accuracy: 0.8723214864730835
epoch: [698/1000], training loss: 0.029877669512270354, train accuracy: 0.9361149668693542, test loss: 0.307243674993515, test accuracy: 0.8672618865966797
epoch: [699/1000], training loss: 0.027785527782562453, train accuracy: 0.9366773366928101, test loss: 0.39713847637176514, test accuracy: 0.8633928298950195
epoch: [700/1000], training loss: 0.020407778210937977, train accuracy: 0.9450783729553223, test loss: 0.36482688784599304, test accuracy: 0.8755952715873718
epoch: [701/1000], training loss: 0.01844710734887765, train accuracy: 0.9519912004470825, test loss: 0.374859482049942, test accuracy: 0.8708333373069763
epoch: [702/1000], training loss: 0.0128543453458219, train accuracy: 0.966213583946228, test loss: 0.3455747365951538, test accuracy: 0.8767856955528259
epoch: [703/1000], training loss: 0.010027377591587795, train accuracy: 0.9709102511405945, test loss: 0.3055936098098755, test accuracy: 0.8773809671401978
epoch: [704/1000], training loss: 0.00887608738281788, train accuracy: 0.9733578562736511, test loss: 0.35962748527526855, test accuracy: 0.8767857551574707
epoch: [705/1000], training loss: 0.008193013192608189, train accuracy: 0.9769630432128906, test loss: 0.307476669549942, test accuracy: 0.8782738447189331
epoch: [706/1000], training loss: 0.008202498975711374, train accuracy: 0.9765331149101257, test loss: 0.4184056520462036, test accuracy: 0.8776785731315613
epoch: [707/1000], training loss: 0.008346513785326328, train accuracy: 0.9765992164611816, test loss: 0.3262938857078552, test accuracy: 0.8785715103149414
epoch: [708/1000], training loss: 0.008273487988238534, train accuracy: 0.9774096012115479, test loss: 0.3495330214500427, test accuracy: 0.8782738447189331
epoch: [709/1000], training loss: 0.010957127777286448, train accuracy: 0.9703314304351807, test loss: 0.3442779779434204, test accuracy: 0.8764880895614624
epoch: [710/1000], training loss: 0.01088920090562449, train accuracy: 0.9696037769317627, test loss: 0.3988238573074341, test accuracy: 0.8779761791229248
epoch: [711/1000], training loss: 0.010536517541951094, train accuracy: 0.9714725017547607, test loss: 0.43977460265159607, test accuracy: 0.879464328289032
epoch: [712/1000], training loss: 0.009414681514056448, train accuracy: 0.9730932116508484, test loss: 0.37348994612693787, test accuracy: 0.8767857551574707
epoch: [713/1000], training loss: 0.00953365091043405, train accuracy: 0.9733578562736511, test loss: 0.35166096687316895, test accuracy: 0.8761905431747437
epoch: [714/1000], training loss: 0.009618772462440224, train accuracy: 0.9746147394180298, test loss: 0.3309212625026703, test accuracy: 0.8779762983322144
epoch: [715/1000], training loss: 0.008739218897878742, train accuracy: 0.9785175323486328, test loss: 0.34761667251586914, test accuracy: 0.8812500834465027
epoch: [716/1000], training loss: 0.007306634585779064, train accuracy: 0.9809651374816895, test loss: 0.4078308641910553, test accuracy: 0.8770833015441895
epoch: [717/1000], training loss: 0.00793560210448236, train accuracy: 0.980981707572937, test loss: 0.2596193552017212, test accuracy: 0.8800595998764038
epoch: [718/1000], training loss: 0.009836166726950651, train accuracy: 0.9763511419296265, test loss: 0.3685953617095947, test accuracy: 0.8797618746757507
epoch: [719/1000], training loss: 0.01110373363376428, train accuracy: 0.9717040061950684, test loss: 0.3988032042980194, test accuracy: 0.868154764175415
epoch: [720/1000], training loss: 0.013696382717730908, train accuracy: 0.9646093845367432, test loss: 0.3337428867816925, test accuracy: 0.8767856955528259
epoch: [721/1000], training loss: 0.014261731770462714, train accuracy: 0.9634848833084106, test loss: 0.37168440222740173, test accuracy: 0.875
epoch: [722/1000], training loss: 0.01527426542284397, train accuracy: 0.9618972539901733, test loss: 0.33964109420776367, test accuracy: 0.8726190328598022
epoch: [723/1000], training loss: 0.015426288860348554, train accuracy: 0.9587220549583435, test loss: 0.35388144850730896, test accuracy: 0.8732142448425293
epoch: [724/1000], training loss: 0.01961304049174755, train accuracy: 0.9540914297103882, test loss: 0.4017459750175476, test accuracy: 0.8663691282272339
epoch: [725/1000], training loss: 0.021845422016504485, train accuracy: 0.9507508277893066, test loss: 0.385648638010025, test accuracy: 0.8678571581840515
epoch: [726/1000], training loss: 0.0275189944375784, train accuracy: 0.944400429725647, test loss: 0.3625088930130005, test accuracy: 0.8738095164299011
epoch: [727/1000], training loss: 0.019202408930047963, train accuracy: 0.9556790590286255, test loss: 0.4219774603843689, test accuracy: 0.8669643402099609
epoch: [728/1000], training loss: 0.025482760599026315, train accuracy: 0.9446815252304077, test loss: 0.42555439472198486, test accuracy: 0.8767857551574707
epoch: [729/1000], training loss: 0.024175416964751024, train accuracy: 0.9476748704910278, test loss: 0.37918129563331604, test accuracy: 0.867559552192688
epoch: [730/1000], training loss: 0.022524974070107326, train accuracy: 0.9521069526672363, test loss: 0.2977524995803833, test accuracy: 0.875
epoch: [731/1000], training loss: 0.017090298521977205, train accuracy: 0.958655834197998, test loss: 0.390183687210083, test accuracy: 0.8723214864730835
epoch: [732/1000], training loss: 0.014929279195479093, train accuracy: 0.9630714654922485, test loss: 0.3807831406593323, test accuracy: 0.8782738447189331
epoch: [733/1000], training loss: 0.01671148421099553, train accuracy: 0.9611696004867554, test loss: 0.2776162624359131, test accuracy: 0.8669643402099609
epoch: [734/1000], training loss: 0.018502284724933978, train accuracy: 0.9521565437316895, test loss: 0.4014837443828583, test accuracy: 0.867559552192688
epoch: [735/1000], training loss: 0.01567900847070492, train accuracy: 0.9600781202316284, test loss: 0.3751741945743561, test accuracy: 0.8761905431747437
epoch: [736/1000], training loss: 0.019767359567758363, train accuracy: 0.9521565437316895, test loss: 0.4694861173629761, test accuracy: 0.867559552192688
epoch: [737/1000], training loss: 0.01629311606908838, train accuracy: 0.9587219953536987, test loss: 0.3354833722114563, test accuracy: 0.8705357313156128
epoch: [738/1000], training loss: 0.01381981027766298, train accuracy: 0.9681815505027771, test loss: 0.32203564047813416, test accuracy: 0.8824405074119568
epoch: [739/1000], training loss: 0.011835792866081763, train accuracy: 0.9684461355209351, test loss: 0.30595728754997253, test accuracy: 0.8824405074119568
epoch: [740/1000], training loss: 0.014632788928559957, train accuracy: 0.9610207080841064, test loss: 0.2754049003124237, test accuracy: 0.8785714507102966
epoch: [741/1000], training loss: 0.01376859738658636, train accuracy: 0.9671893119812012, test loss: 0.31427860260009766, test accuracy: 0.8755952715873718
epoch: [742/1000], training loss: 0.01094494610786056, train accuracy: 0.9699345827102661, test loss: 0.33249592781066895, test accuracy: 0.8770833015441895
epoch: [743/1000], training loss: 0.008884780753690463, train accuracy: 0.9770788550376892, test loss: 0.3451603949069977, test accuracy: 0.8806547522544861
epoch: [744/1000], training loss: 0.007962619927592384, train accuracy: 0.9790138006210327, test loss: 0.2966875433921814, test accuracy: 0.8761905431747437
epoch: [745/1000], training loss: 0.008064810664225847, train accuracy: 0.9805682897567749, test loss: 0.3848683834075928, test accuracy: 0.8857142925262451
epoch: [746/1000], training loss: 0.008052798931319743, train accuracy: 0.9800887107849121, test loss: 0.29553529620170593, test accuracy: 0.8803571462631226
epoch: [747/1000], training loss: 0.007293575610487889, train accuracy: 0.9820566177368164, test loss: 0.40664204955101013, test accuracy: 0.8836309909820557
epoch: [748/1000], training loss: 0.0068994592397640915, train accuracy: 0.9831150770187378, test loss: 0.3707895576953888, test accuracy: 0.8830357789993286
epoch: [749/1000], training loss: 0.007360168517782138, train accuracy: 0.9826520681381226, test loss: 0.3597608208656311, test accuracy: 0.8776785731315613
epoch: [750/1000], training loss: 0.0073130480551089234, train accuracy: 0.9824039340019226, test loss: 0.34929904341697693, test accuracy: 0.8839285373687744
epoch: [751/1000], training loss: 0.011094307956787256, train accuracy: 0.9703149199485779, test loss: 0.44158869981765747, test accuracy: 0.8809523582458496
epoch: [752/1000], training loss: 0.01211240439890669, train accuracy: 0.971555233001709, test loss: 0.23608054220676422, test accuracy: 0.8824405074119568
epoch: [753/1000], training loss: 0.01726123894779728, train accuracy: 0.9574486017227173, test loss: 0.31480011343955994, test accuracy: 0.8785714507102966
epoch: [754/1000], training loss: 0.018011704708139103, train accuracy: 0.9540914297103882, test loss: 0.5435196161270142, test accuracy: 0.8752976655960083
epoch: [755/1000], training loss: 0.017875678670138884, train accuracy: 0.9530165195465088, test loss: 0.3804430365562439, test accuracy: 0.8776785731315613
epoch: [756/1000], training loss: 0.0196108226903165, train accuracy: 0.9503208994865417, test loss: 0.3301091194152832, test accuracy: 0.8741071224212646
epoch: [757/1000], training loss: 0.02983490103043807, train accuracy: 0.9235132932662964, test loss: 0.3727673590183258, test accuracy: 0.8580357432365417
epoch: [758/1000], training loss: 0.02906920137600257, train accuracy: 0.9356684684753418, test loss: 0.2648305594921112, test accuracy: 0.8586310148239136
epoch: [759/1000], training loss: 0.02320505599849499, train accuracy: 0.9380168318748474, test loss: 0.5999205112457275, test accuracy: 0.8651785850524902
epoch: [760/1000], training loss: 0.0843975107687024, train accuracy: 0.8884865641593933, test loss: 0.4008232355117798, test accuracy: 0.8145833015441895
epoch: [761/1000], training loss: 0.07811030372977257, train accuracy: 0.86918705701828, test loss: 0.3916948437690735, test accuracy: 0.8494048118591309
epoch: [762/1000], training loss: 0.05819904909302027, train accuracy: 0.886551558971405, test loss: 0.5702986717224121, test accuracy: 0.860714316368103
epoch: [763/1000], training loss: 0.04817822011999595, train accuracy: 0.905288815498352, test loss: 0.36893540620803833, test accuracy: 0.8610119223594666
epoch: [764/1000], training loss: 0.03296714978149304, train accuracy: 0.9218926429748535, test loss: 0.4388272762298584, test accuracy: 0.875
epoch: [765/1000], training loss: 0.019701453164601937, train accuracy: 0.9417543411254883, test loss: 0.24542337656021118, test accuracy: 0.8770833015441895
epoch: [766/1000], training loss: 0.014819342225121383, train accuracy: 0.9555137157440186, test loss: 0.34636011719703674, test accuracy: 0.8815476894378662
epoch: [767/1000], training loss: 0.014519655671066199, train accuracy: 0.9614342451095581, test loss: 0.25651815533638, test accuracy: 0.8860119581222534
epoch: [768/1000], training loss: 0.01331550232731761, train accuracy: 0.9650394320487976, test loss: 0.33413800597190857, test accuracy: 0.8857142925262451
epoch: [769/1000], training loss: 0.012861613637934893, train accuracy: 0.9622610807418823, test loss: 0.2780590057373047, test accuracy: 0.8842262029647827
epoch: [770/1000], training loss: 0.009865178547513027, train accuracy: 0.9726467132568359, test loss: 0.28885459899902344, test accuracy: 0.887499988079071
epoch: [771/1000], training loss: 0.008005665585350914, train accuracy: 0.9788317680358887, test loss: 0.3207607865333557, test accuracy: 0.8791666030883789
epoch: [772/1000], training loss: 0.008908286147440473, train accuracy: 0.9775914549827576, test loss: 0.29851919412612915, test accuracy: 0.8821429014205933
epoch: [773/1000], training loss: 0.008178647428464431, train accuracy: 0.9798240661621094, test loss: 0.329115092754364, test accuracy: 0.8842262029647827
epoch: [774/1000], training loss: 0.0073902870540339975, train accuracy: 0.9823212623596191, test loss: 0.3322933316230774, test accuracy: 0.884523868560791
epoch: [775/1000], training loss: 0.007324906412321024, train accuracy: 0.9826189875602722, test loss: 0.29842841625213623, test accuracy: 0.8880952596664429
epoch: [776/1000], training loss: 0.006535014077925529, train accuracy: 0.9842395782470703, test loss: 0.33521485328674316, test accuracy: 0.8848214149475098
epoch: [777/1000], training loss: 0.007089939863922505, train accuracy: 0.9864722490310669, test loss: 0.246151864528656, test accuracy: 0.8866071701049805
epoch: [778/1000], training loss: 0.005319490043732982, train accuracy: 0.9888701438903809, test loss: 0.3792737126350403, test accuracy: 0.8869048357009888
epoch: [779/1000], training loss: 0.005714416187495375, train accuracy: 0.988076388835907, test loss: 0.30844545364379883, test accuracy: 0.8851190805435181
epoch: [780/1000], training loss: 0.005547968676695839, train accuracy: 0.9869518280029297, test loss: 0.2973836064338684, test accuracy: 0.8842262029647827
epoch: [781/1000], training loss: 0.005064211830568428, train accuracy: 0.9891347885131836, test loss: 0.31936201453208923, test accuracy: 0.8883929252624512
epoch: [782/1000], training loss: 0.0049933763071655845, train accuracy: 0.9896640181541443, test loss: 0.3268730044364929, test accuracy: 0.8863095641136169
epoch: [783/1000], training loss: 0.0057702774946124125, train accuracy: 0.9889363646507263, test loss: 0.3253943622112274, test accuracy: 0.8833333849906921
epoch: [784/1000], training loss: 0.005107771685848443, train accuracy: 0.989465594291687, test loss: 0.32394909858703613, test accuracy: 0.8827381134033203
epoch: [785/1000], training loss: 0.005452129261520429, train accuracy: 0.9879605770111084, test loss: 0.3464820384979248, test accuracy: 0.883928656578064
epoch: [786/1000], training loss: 0.005751923290797724, train accuracy: 0.9881922006607056, test loss: 0.3092902600765228, test accuracy: 0.8845238089561462
epoch: [787/1000], training loss: 0.006539073002596314, train accuracy: 0.9861414432525635, test loss: 0.36919325590133667, test accuracy: 0.8845238089561462
epoch: [788/1000], training loss: 0.006053934793155163, train accuracy: 0.9867368936538696, test loss: 0.24507832527160645, test accuracy: 0.8869048357009888
epoch: [789/1000], training loss: 0.008354089461649075, train accuracy: 0.9825858473777771, test loss: 0.4269759953022003, test accuracy: 0.872619092464447
epoch: [790/1000], training loss: 0.015292964648837462, train accuracy: 0.9641628265380859, test loss: 0.3224067986011505, test accuracy: 0.8806548118591309
epoch: [791/1000], training loss: 0.02306842626048586, train accuracy: 0.9464014768600464, test loss: 0.34477999806404114, test accuracy: 0.8767857551574707
epoch: [792/1000], training loss: 0.055918674904088944, train accuracy: 0.9124826788902283, test loss: 0.35439473390579224, test accuracy: 0.8574404716491699
epoch: [793/1000], training loss: 0.046343549847220764, train accuracy: 0.9077528715133667, test loss: 0.272446870803833, test accuracy: 0.8723214864730835
epoch: [794/1000], training loss: 0.043721040949607506, train accuracy: 0.9166667461395264, test loss: 0.36284980177879333, test accuracy: 0.874404788017273
epoch: [795/1000], training loss: 0.0298540244738643, train accuracy: 0.9311205744743347, test loss: 0.4464907646179199, test accuracy: 0.8785714507102966
epoch: [796/1000], training loss: 0.022255445185762186, train accuracy: 0.9354535341262817, test loss: 0.40006309747695923, test accuracy: 0.8812500238418579
epoch: [797/1000], training loss: 0.018338678953930352, train accuracy: 0.949030876159668, test loss: 0.3846941590309143, test accuracy: 0.8741072416305542
